Date,Russia_Total,Change,Ukraine_Total,Change,Ratio RU/UA,Russia_Destroyed,Ukraine_Destroyed,,Russia_Damaged,Ukraine_Damaged,,Russia_Abandoned,Ukraine_Abandoned,,Russia_Captured,Ukraine_Captured,,Russia_Tanks,Ukraine_Tanks,Russia_Tank_Capture,Ukraine_Tank_Capture,,Russia_AFV,Ukraine_AFV,Russia_AFV_Capture,Ukraine_AFV_Capture,,Russia_IFV,Ukraine_IFV,,Russia_APC,Ukraine_APC,,Russia_IMV,Ukraine_IMV,,Russia_Engineering,Ukraine_Engineering,,Russia_Coms,Ukraine_Coms,,Russia_Vehicles,Ukraine_Vehicles,,Russia_Aircraft,Ukraine_Aircraft,,Russia_Infantry,Ukraine_Infantry,,Russia_Logistics,Ukraine_Logistics,,Russia_Armor,Ukraine_Armor,,Russia_Antiair,Ukraine_Antiair,,Russia_Artillery,Ukraine_Artillery,,UNHCR_Ukraine_Border,UNHCR_Ukraine_Refugees,UNHCR_Returning_Ukraine_Refugees
2022-06-06,4245,8,1137,4,3.73,2483,543,,74,24,,316,35,,1372,535,,761,191,96,259,,417,87,52,135,,832,131,,115,87,,110,52.5,,159,13,,80,2,,1191,298,,155,56,,1057,249.5,,239,15,,1178,278,,88,69,,181,70,,7122084,4871474,2250610
2022-06-07,4254,9,1139,2,3.73,2490,545,,75,24,,316,35,,1373,535,,761,191,96,259,,419,87,52,135,,834,132,,115,87,,110,52.5,,159,13,,80,2,,1194,298,,156,57,,1059,250.5,,239,15,,1180,278,,88,69,,181,70,,7151034,4877874,2273160
2022-06-08,4271,17,1139,0,3.75,2506,545,,78,24,,316,35,,1371,535,,760,191,96,258,,419,87,52,134,,840,132,,115,87,,112,52.5,,158,13,,80,2,,1200,298,,157,57,,1067,250.5,,238,15,,1179,278,,88,69,,182,70,,7313667,4951294,2362373
2022-06-09,4273,2,1142,3,3.74,2509,545,,78,25,,315,35,,1371,537,,762,192,97,258,,420,87,52,134,,840,132,,115,87,,108,53,,158,13,,80,2,,1202,298,,157,57,,1063,251,,238,15,,1182,279,,88,69,,182,71,,7363623,4975789,2387834
2022-06-10,4306,33,1147,5,3.75,2539,548,,79,27,,317,35,,1371,537,,766,193,97,259,,422,87,52,134,,845,132,,116,87,,108,53,,157,13,,80,2,,1212,298,,159,58,,1069,251,,237,15,,1188,280,,88,69,,183,73,,7420775,5003122,2417653
2022-06-11,4312,6,1147,0,3.76,2544,548,,79,27,,317,35,,1372,537,,767,193,97,259,,422,87,52,134,,846,132,,116,87,,108,53,,157,13,,80,2,,1215,298,,159,58,,1070,251,,237,15,,1189,280,,88,69,,184,73,,7476185,5028326,2447859
2022-06-12,4338,26,1147,0,3.78,2564,548,,81,27,,317,35,,1376,537,,774,193,97,262,,426,87,52,134,,848,132,,116,87,,108,53,,157,13,,80,2,,1226,298,,160,58,,1072,251,,237,15,,1200,280,,88,69,,185,73,,7521823,5046033,2475790
2022-06-13,4349,11,1151,4,3.78,2573,550,,81,27,,319,35,,1376,539,,774,193,97,262,,430,87,52,134,,851,134,,116,87,,108,53,,157,13,,80,2,,1226,298,,161,60,,1075,253,,237,15,,1204,280,,88,69,,185,73,,7567024,5087626,2479398
2022-06-14,4353,4,1151,0,3.78,2577,550,,81,27,,319,35,,1376,539,,774,193,97,262,,432,87,52,134,,853,134,,116,87,,108,53,,157,13,,80,2,,1226,298,,161,60,,1077,253,,237,15,,1206,280,,88,69,,185,73,,7616655,5064844,2551811
2022-06-15,4353,0,1158,7,3.76,2577,557,,81,27,,319,35,,1376,539,,774,193,97,262,,432,89,52,134,,853,135,,116,89,,108,53,,157,13,,80,2,,1226,299,,161,61,,1077,255,,237,15,,1206,282,,88,69,,185,74,,7671621,5088571,2583050
2022-06-16,4344,-9,1159,1,3.75,2571,557,,80,27,,318,35,,1375,540,,781,193,97,263,,432,89,52,134,,854,135,,116,89,,108,104,,157,13,,80,2,,1200,299,,166,61,,1078,306,,237,15,,1213,282,,88,69,,185,74,,7703857,5108390,2595467
2022-06-17,4344,0,1159,0,3.75,2571,557,,80,27,,318,35,,1375,540,,781,193,97,263,,432,89,52,134,,854,135,,116,89,,108,104,,157,13,,80,2,,1200,299,,166,61,,1078,306,,237,15,,1213,282,,88,69,,185,74,,7786169,5079076,2707093
2022-06-18,4337,-7,1159,0,3.74,2583,557,,83,27,,322,35,,1349,540,,762,193,97,250,,432,89,52,132,,854,135,,116,89,,108,104,,168,13,,86,2,,1181,299,,167,61,,1078,306,,254,15,,1194,282,,88,69,,186,74,,7843040,5102693,2740347
2022-06-19,4359,22,1172,13,3.72,2601,566,,82,28,,321,35,,1355,543,,767,195,98,252,,434,90,52,133,,865,138,,117,90,,108,106,,166,15,,85,3,,1183,299,,169,62,,1090,312,,251,18,,1201,285,,88,69,,189,74,,7899287,5126097,2773190
2022-06-20,4359,0,1174,2,3.71,2601,569,,82,28,,321,34,,1355,543,,767,195,98,252,,434,90,52,133,,865,138,,117,90,,108,109,,166,15,,85,3,,1183,299,,169,62,,1090,314,,251,18,,1201,285,,88,69,,189,74,,7950234,5146139,2804095
2022-06-21,4375,16,1184,10,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,90,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,8007015,5170452,2836563
2022-06-22,4375,0,1184,0,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,90,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,8069043,5198887,2870156
2022-06-23,4375,0,1184,0,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,90,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,8133324,5228272,2905052
2022-06-24,4375,0,1184,0,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,90,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,8195757,5255300,2940457
2022-06-25,4375,0,1184,0,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,90,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,8257603,5276052,2981551
2022-06-26,4384,9,1184,0,3.70,2622,577,,85,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,143,,117,90,,108,109,,167,15,,85,3,,1191,301,,172,62,,1098,319,,252,18,,1205,287,,88,69,,189,76,,8309264,5286155,3023109
2022-06-27,4392,8,1184,0,3.71,2630,577,,85,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,143,,117,90,,108,109,,167,15,,85,3,,1197,301,,172,62,,1098,319,,252,18,,1205,287,,88,69,,189,76,,8356196,5292297,3063899
2022-06-28,4463,71,1198,14,3.73,2685,585,,89,29,,323,36,,1366,548,,804,199,99,271,,457,90,53,133,,887,145,,120,90,,109,111,,169,16,,86,3,,1202,301,,175,65,,1116,323,,255,19,,1261,289,,88,69,,194,77,,8402336,5305194,3097142
2022-06-29,4511,48,1199,1,3.76,2727,586,,91,29,,330,36,,1363,548,,808,199,99,272,,467,90,53,133,,915,145,,121,90,,109,111,,171,16,,87,3,,1194,302,,175,65,,1145,323,,258,19,,1275,289,,88,69,,200,77,,8465590,5332790,3132800
2022-06-30,4510,-1,1199,0,3.76,2728,586,,91,29,,330,36,,1361,548,,808,199,99,272,,468,90,53,133,,912,145,,121,90,,109,111,,171,16,,87,3,,1194,302,,175,65,,1142,323,,258,19,,1276,289,,88,69,,200,77,,8552500,5384719,3167781
2022-07-01,4510,0,1199,0,3.76,2728,586,,91,29,,330,36,,1361,548,,808,199,99,272,,468,90,53,133,,912,145,,121,90,,109,111,,171,16,,87,3,,1194,302,,175,65,,1142,323,,258,19,,1276,289,,88,69,,200,77,,8579036,5376664,3202372
2022-07-02,4568,58,1201,2,3.80,2775,588,,97,29,,330,36,,1366,548,,821,199,99,273,,478,90,53,133,,921,145,,122,90,,110,111,,172,16,,88,3,,1209,302,,176,65,,1153,323,,260,19,,1299,289,,88,69,,201,79,,8638634,5397478,3241156
2022-07-03,4567,-1,1209,8,3.78,2775,592,,97,30,,327,36,,1368,551,,824,199,99,273,,478,91,54,133,,919,145,,122,91,,110,112,,172,16,,88,3,,1209,303,,176,65,,1151,324,,260,19,,1302,290,,88,69,,200,83,,8692513,5413951,3278562
2022-07-04,4574,7,1207,-2,3.79,2783,593,,97,30,,327,36,,1367,548,,831,199,99,273,,471,91,54,133,,917,145,,123,91,,110,112,,172,16,,89,3,,1211,302,,178,65,,1150,324,,261,19,,1302,290,,90,68,,200,83,,8740344,5429339,3311005
2022-07-05,4586,12,1207,0,3.80,2791,593,,99,30,,327,36,,1369,548,,834,199,99,274,,471,91,54,133,,922,145,,123,91,,110,112,,172,16,,90,3,,1214,302,,179,65,,1155,324,,262,19,,1305,290,,90,68,,200,83,,8792763,5452366,3340397
2022-07-06,4591,5,1209,2,3.80,2798,595,,100,30,,327,36,,1366,548,,836,199,99,274,,472,92,54,133,,922,146,,123,92,,110,112,,172,16,,90,3,,1217,302,,178,65,,1155,325,,262,19,,1308,291,,90,68,,200,83,,8847773,5476237,3371536
2022-07-07,4622,31,1222,13,3.78,2821,606,,104,30,,327,36,,1370,550,,848,199,99,276,,475,95,54,133,,906,146,,123,95,,110,114,,172,17,,90,3,,1217,305,,178,65,,1139,327,,262,20,,1323,294,,90,68,,200,83,,8903944,5502677,3401267
2022-07-08,4642,20,1226,4,3.79,2841,608,,101,30,,329,36,,1371,552,,853,201,100,276,,476,95,54,133,,911,148,,123,95,,112,114,,172,17,,90,3,,1228,305,,178,65,,1146,329,,262,20,,1329,296,,91,68,,200,83,,8959803,5528391,3431412
2022-07-09,4658,16,1226,0,3.80,2855,608,,101,30,,329,36,,1373,552,,857,201,100,277,,480,95,54,133,,914,148,,123,95,,112,114,,173,17,,90,3,,1231,305,,178,65,,1149,329,,263,20,,1337,296,,91,68,,201,83,,9016213,5560061,3456152
2022-07-10,4664,6,1233,7,3.78,2859,615,,101,30,,331,36,,1373,552,,862,201,100,277,,481,95,54,133,,914,148,,123,95,,112,114,,173,17,,90,3,,1232,305,,178,72,,1149,329,,263,20,,1343,296,,91,68,,201,83,,9069148,5566149,3502999
2022-07-11,4683,19,1253,20,3.74,2875,620,,102,30,,331,36,,1375,567,,869,204,103,278,,483,98,55,133,,916,153,,123,98,,112,117,,173,19,,90,3,,1237,307,,179,72,,1151,337,,263,22,,1352,302,,91,68,,204,85,,9118918,5582310,3536608
2022-07-12,4692,9,1252,-1,3.75,2879,619,,102,30,,331,36,,1380,567,,869,204,103,278,,487,98,55,133,,920,153,,124,98,,112,117,,173,19,,90,3,,1237,307,,179,71,,1156,337,,263,22,,1356,302,,91,68,,204,85,,9170631,5603595,3567036
2022-07-13,4706,14,1255,3,3.75,2892,622,,102,30,,332,36,,1380,567,,868,204,103,278,,490,98,55,133,,922,154,,125,98,,112,117,,173,19,,90,3,,1238,307,,179,71,,1159,338,,263,22,,1358,302,,91,68,,205,86,,9228248,5629279,3598969
2022-07-14,4722,16,1260,5,3.75,2907,627,,103,30,,332,36,,1380,567,,869,204,103,278,,491,98,55,133,,924,154,,127,98,,112,117,,173,19,,90,5,,1247,307,,180,74,,1163,338,,263,24,,1360,302,,91,68,,205,86,,9288531,5657951,3630580
2022-07-15,4734,12,1260,0,3.76,2917,627,,103,30,,333,36,,1381,567,,873,204,103,279,,491,98,55,133,,924,154,,127,98,,112,117,,173,19,,90,5,,1254,307,,180,74,,1163,338,,263,24,,1364,302,,91,68,,206,86,,9350726,5688408,3662318
2022-07-16,4747,13,1263,3,3.76,2929,629,,103,30,,333,36,,1382,568,,876,204,103,279,,495,98,55,134,,925,155,,128,98,,112,118,,173,19,,90,5,,1255,307,,180,74,,1165,341,,263,24,,1371,302,,91,68,,207,86,,9411298,5713669,3697629
2022-07-17,4757,10,1265,2,3.76,2938,631,,103,30,,333,36,,1383,568,,882,204,103,279,,496,98,55,134,,924,155,,127,98,,112,118,,173,19,,90,5,,1259,307,,180,74,,1163,341,,263,24,,1378,302,,91,68,,207,88,,9467960,5732326,3735634
2022-07-18,4733,-24,1268,3,3.73,2929,633,,103,30,,332,36,,1369,569,,867,205,104,270,,495,98,55,131,,949,155,,126,98,,113,118,,173,19,,91,5,,1259,307,,181,74,,1188,341,,264,24,,1362,303,,91,68,,209,89,,9518549,5749914,3768635
2022-07-19,4752,19,1269,1,3.74,2944,634,,103,30,,331,36,,1374,569,,871,206,104,270,,499,98,55,131,,951,155,,127,98,,113,118,,175,19,,94,5,,1254,307,,184,74,,1191,341,,269,24,,1370,304,,92,68,,210,89,,9572980,5773747,3799233
2022-07-20,4763,11,1307,38,3.64,2955,659,,103,30,,331,36,,1374,582,,874,216,106,271,,499,102,56,131,,953,161,,128,102,,114,118,,176,19,,95,6,,1254,315,,184,74,,1195,351,,271,25,,1373,318,,92,68,,212,88,,9630484,5801405,3829079
2022-07-21,4763,0,1307,0,3.64,2956,661,,103,30,,331,36,,1373,580,,873,217,106,270,,499,101,55,131,,953,162,,128,101,,114,118,,176,19,,95,6,,1254,315,,184,74,,1195,351,,271,25,,1372,318,,92,68,,215,88,,9686058,5826710,3859348
2022-07-22,4763,0,1307,0,3.64,2956,661,,103,30,,331,36,,1373,580,,873,217,106,270,,499,101,55,131,,953,162,,128,101,,114,118,,176,19,,95,6,,1254,315,,184,74,,1195,351,,271,25,,1372,318,,92,68,,215,88,,9744987,5854864,3890123
2022-07-23,4794,31,1362,55,3.52,2983,711,,104,30,,331,36,,1376,585,,882,226,107,272,,504,115,57,131,,958,172,,130,115,,114,119,,176,21,,95,6,,1258,318,,184,75,,1202,370,,271,27,,1386,341,,92,68,,215,90,,9802850,5877528,3925322
2022-07-24,4816,22,1361,-1,3.54,3026,711,,102,30,,320,36,,1368,584,,885,225,106,267,,505,115,57,130,,965,172,,130,115,,114,119,,174,21,,96,6,,1262,318,,186,75,,1209,370,,270,27,,1390,340,,94,68,,217,90,,9856268,5894159,3962109
